cat,medcodeid,aurumterm,disease_num,score
Chronic pulmonary disease,13455018,rheumatic pneumonia,10,1
Chronic pulmonary disease,301470017,acute vesicular emphysema,10,1
Chronic pulmonary disease,967571000006116,chronic obstructive pulmonary disease monitoring verb invite,10,1
Chronic pulmonary disease,618361000000112,chronic type 1 respiratory failure,10,1
Chronic pulmonary disease,301714015,lung involvement in diseases ec,10,1
Chronic pulmonary disease,264546012,asthma limiting activities,10,1
Chronic pulmonary disease,315971000000115,chronic obstructive pulmonary disease excluded by spirometry,10,1
Chronic pulmonary disease,967581000006118,chronic obstructive pulmonary disease monitor phone invite,10,1
Chronic pulmonary disease,141663013,hypostatic pneumonia,10,1
Chronic pulmonary disease,406305010,empyema with fistula,10,1
Chronic pulmonary disease,87088014,mushroom workers' lung,10,1
Chronic pulmonary disease,37941013,asbestosis,10,1
Chronic pulmonary disease,1786131000006116,idiopathic pulmonary fibrosis,10,1
Chronic pulmonary disease,85960018,pulmonary fibrosis,10,1
Chronic pulmonary disease,1739871000006114,health education - structured patient focused asthma discuss,10,1
Chronic pulmonary disease,301577016,respiratory conditions due to chemical fumes nos,10,1
Chronic pulmonary disease,496311000006117,asthma monitor 1st letter,10,1
Chronic pulmonary disease,2219861000000114,chronic obstructive pulmonary disease rescue pack declined,10,1
Chronic pulmonary disease,95786019,occupational asthma,10,1
Chronic pulmonary disease,1765681000000110,history of chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,983771000006118,work aggravated asthma,10,1
Chronic pulmonary disease,264544010,asthma not disturbing sleep,10,1
Chronic pulmonary disease,555471000006114,chronic obstructive airways disease,10,1
Chronic pulmonary disease,139979010,fetid chronic bronchitis,10,1
Chronic pulmonary disease,405121000000111,health education - chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,1683221000000119,chronic obstructive pulmonary disease 6 monthly review,10,1
Chronic pulmonary disease,22508019,flax-dressers' disease,10,1
Chronic pulmonary disease,494669012,chronic pulmonary oedema,10,1
Chronic pulmonary disease,196654011,cryptogenic fibrosing alveolitis,10,1
Chronic pulmonary disease,301635012,lung empyema nos,10,1
Chronic pulmonary disease,301835010,[x]other emphysema,10,1
Chronic pulmonary disease,2535857010,hyperreactive airways disease,10,1
Chronic pulmonary disease,301709019,idiopathic fibrosing alveolitis nos,10,1
Chronic pulmonary disease,474828010,bronchiolitis obliterans organising pneumonia,10,1
Chronic pulmonary disease,477131000006116,allergic alveolitis and pneumonitis nos,10,1
Chronic pulmonary disease,1231844019,pyothorax,10,1
Chronic pulmonary disease,301739012,pulmonary eosinophilia nos,10,1
Chronic pulmonary disease,313655010,"congenital cystic lung disease, unspecified",10,1
Chronic pulmonary disease,301679010,pneumothorax nos,10,1
Chronic pulmonary disease,264542014,asthma disturbs sleep weekly,10,1
Chronic pulmonary disease,139131000000117,excepted from copd quality indicators: patient unsuitable,10,1
Chronic pulmonary disease,300371000000111,asthma outreach clinic,10,1
Chronic pulmonary disease,2160051010,admit copd emergency,10,1
Chronic pulmonary disease,28128015,coffee-workers' lung,10,1
Chronic pulmonary disease,1704541000006113,copd patient unsuitable for pulmonary rehabilitation,10,1
Chronic pulmonary disease,112265015,pulmonary congestion,10,1
Chronic pulmonary disease,150191018,aluminosis of lung,10,1
Chronic pulmonary disease,301448015,mucopurulent chronic bronchitis nos,10,1
Chronic pulmonary disease,1783891000006115,chronic obstructiv pulmonary disease medication optimisation,10,1
Chronic pulmonary disease,301463017,segmental bullous emphysema,10,1
Chronic pulmonary disease,301485011,asthma,10,1
Chronic pulmonary disease,1484911013,step down change in asthma management plan,10,1
Chronic pulmonary disease,264543016,asthma disturbs sleep frequently,10,1
Chronic pulmonary disease,16091000000110,asthma monitoring admin.nos,10,1
Chronic pulmonary disease,218821000006118,pleural empyema,10,1
Chronic pulmonary disease,301451010,chronic wheezy bronchitis,10,1
Chronic pulmonary disease,301691018,pulmonary hypostasis nos,10,1
Chronic pulmonary disease,301695010,pulmonary congestion and hypostasis nos,10,1
Chronic pulmonary disease,12652015,gangrenous pneumonia,10,1
Chronic pulmonary disease,220391000006118,pneumonitis due to inhalation of solids or liquids,10,1
Chronic pulmonary disease,350148014,late onset asthma,10,1
Chronic pulmonary disease,301559014,pneumopathy due to inhalation of other dust,10,1
Chronic pulmonary disease,732921000006113,lung tuberculosis,10,1
Chronic pulmonary disease,121482015,talc pneumoconiosis,10,1
Chronic pulmonary disease,301441014,bronchitis nos,10,1
Chronic pulmonary disease,301633017,thorax abscess nos,10,1
Chronic pulmonary disease,301852014,[x]other interstitial pulmonary diseases with fibrosis,10,1
Chronic pulmonary disease,99889013,perinatal interstitial emphysema,10,1
Chronic pulmonary disease,301533011,allergic extrinsic alveolitis nos,10,1
Chronic pulmonary disease,293528019,cystic fibrosis,10,1
Chronic pulmonary disease,301572010,chronic emphysema due to chemical fumes,10,1
Chronic pulmonary disease,350121013,pleural plaque disease due to asbestosis,10,1
Chronic pulmonary disease,1704581000006119,copd structured smoking assessment declined,10,1
Chronic pulmonary disease,301612014,acute drug-induced interstitial lung disorders,10,1
Chronic pulmonary disease,50946012,empyema with bronchocutaneous fistula,10,1
Chronic pulmonary disease,301761019,lung disease nos,10,1
Chronic pulmonary disease,109301000006114,tension pneumatocoele,10,1
Chronic pulmonary disease,396108018,bullous emphysema with collapse,10,1
Chronic pulmonary disease,301616012,lung disease due to external agents nos,10,1
Chronic pulmonary disease,1208956013,asthma causes daytime symptoms most days,10,1
Chronic pulmonary disease,142869013,occupational lung disease,10,1
Chronic pulmonary disease,137491000000115,excepted from asthma quality indicators: informed dissent,10,1
Chronic pulmonary disease,287032015,hiv disease resulting in lymphoid interstitial pneumonitis,10,1
Chronic pulmonary disease,38677017,tuberculous bronchiectasis,10,1
Chronic pulmonary disease,19421011,interstitial emphysema,10,1
Chronic pulmonary disease,1208972017,severe asthma,10,1
Chronic pulmonary disease,301545019,chronic obstructive airways disease nos,10,1
Chronic pulmonary disease,301477019,emphysema nos,10,1
Chronic pulmonary disease,660351000006118,extrinsic (atopic) asthma,10,1
Chronic pulmonary disease,14610012,berylliosis,10,1
Chronic pulmonary disease,301437010,tracheobronchitis nos,10,1
Chronic pulmonary disease,67242018,chronic respiratory failure,10,1
Chronic pulmonary disease,1704521000006118,copd - enhanced services administration,10,1
Chronic pulmonary disease,85415012,stannosis,10,1
Chronic pulmonary disease,293537019,cystic fibrosis with intestinal manifestations,10,1
Chronic pulmonary disease,411877015,asthma monitoring,10,1
Chronic pulmonary disease,216596014,end stage chronic obstructive airways disease,10,1
Chronic pulmonary disease,301558018,pneumoconiosis due to inorganic dust nos,10,1
Chronic pulmonary disease,1208970013,moderate asthma,10,1
Chronic pulmonary disease,396114013,intrinsic asthma,10,1
Chronic pulmonary disease,21390015,intrinsic asthma without status asthmaticus,10,1
Chronic pulmonary disease,98546013,intrinsic asthma with status asthmaticus,10,1
Chronic pulmonary disease,350156012,intrinsic asthma with asthma attack,10,1
Chronic pulmonary disease,301508013,intrinsic asthma nos,10,1
Chronic pulmonary disease,516801000000112,very severe chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,301613016,chronic drug-induced interstitial lung disorders,10,1
Chronic pulmonary disease,350255018,progressive massive fibrosis,10,1
Chronic pulmonary disease,1230190015,macleod's unilateral emphysema,10,1
Chronic pulmonary disease,474819014,cryptogenic organising pneumonia,10,1
Chronic pulmonary disease,94731013,wood asthma,10,1
Chronic pulmonary disease,396119015,asthma attack,10,1
Chronic pulmonary disease,175371000006112,respiratory conditions due to chemical fumes nos,10,1
Chronic pulmonary disease,477291000006114,allergic bronchitis nec,10,1
Chronic pulmonary disease,301689014,pulmonary congestion and hypostasis,10,1
Chronic pulmonary disease,350152014,allergic asthma nec,10,1
Chronic pulmonary disease,556271000006115,chronic pulmonary fibrosis following radiation,10,1
Chronic pulmonary disease,1747711000000111,interstitial lung disease due to connective tissue disease,10,1
Chronic pulmonary disease,21163015,bronchiectasis,10,1
Chronic pulmonary disease,264556011,asthma prophylactic medication used,10,1
Chronic pulmonary disease,618371000000117,chronic type 2 respiratory failure,10,1
Chronic pulmonary disease,1573111000000115,issue of chronic obstructive pulmonary disease rescue pack,10,1
Chronic pulmonary disease,189761000000117,chronic obstructive pulmonary disease monitoring 1st letter,10,1
Chronic pulmonary disease,301838012,[x]pneumoconiosis due to other dust containing silica,10,1
Chronic pulmonary disease,301526011,bronchiectasis nos,10,1
Chronic pulmonary disease,6880017,candidiasis of lung,10,1
Chronic pulmonary disease,301605017,other specified lung diseases due to external agent,10,1
Chronic pulmonary disease,301609011,chronic pulmonary radiation disease,10,1
Chronic pulmonary disease,350149018,late-onset asthma,10,1
Chronic pulmonary disease,301527019,bird-fancier's lung nos,10,1
Chronic pulmonary disease,71209014,endogenous lipoid pneumonia,10,1
Chronic pulmonary disease,1139051000000111,mini asthma quality of life questionnaire,10,1
Chronic pulmonary disease,301563019,pneumoconiosis associated with tuberculosis,10,1
Chronic pulmonary disease,1222335015,chronic obstructive pulmonary disease nos,10,1
Chronic pulmonary disease,301576013,chronic respiratory conditions due to chemical fumes nos,10,1
Chronic pulmonary disease,396118011,status asthmaticus nos,10,1
Chronic pulmonary disease,475431013,chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,27096010,giant bullous emphysema,10,1
Chronic pulmonary disease,331445016,adverse reaction to antiasthmatic nos,10,1
Chronic pulmonary disease,2670764010,pulmonary eosinophilia,10,1
Chronic pulmonary disease,1786545019,rheumatoid lung,10,1
Chronic pulmonary disease,301625018,empyema with pleural fistula nos,10,1
Chronic pulmonary disease,18344016,calcification of lung,10,1
Chronic pulmonary disease,1551091000000112,seen in cystic fibrosis clinic,10,1
Chronic pulmonary disease,2163183015,wheezy bronchitis,10,1
Chronic pulmonary disease,1208958014,asthma limits walking on the flat,10,1
Chronic pulmonary disease,105519017,chronic bronchitis,10,1
Chronic pulmonary disease,299001000000116,chronic obstructive pulmonary disease disturbs sleep,10,1
Chronic pulmonary disease,301713014,alveolar and parietoalveolar disease nos,10,1
Chronic pulmonary disease,47025013,empyema with bronchopleural fistula,10,1
Chronic pulmonary disease,287864011,toxoplasma pneumonitis,10,1
Chronic pulmonary disease,1488421017,asthma annual review,10,1
Chronic pulmonary disease,285104011,obstructive chronic bronchitis,10,1
Chronic pulmonary disease,40879015,pulmonary sarcoidosis,10,1
Chronic pulmonary disease,301455018,obstructive chronic bronchitis nos,10,1
Chronic pulmonary disease,219651000006116,pneumoconioses,10,1
Chronic pulmonary disease,396121013,lung disease due to external agents,10,1
Chronic pulmonary disease,301752019,other lung disease nec,10,1
Chronic pulmonary disease,301632010,pleural abscess,10,1
Chronic pulmonary disease,1704561000006112,refer copd structured smoking assessment - enhanc serv admin,10,1
Chronic pulmonary disease,301688018,abscess of lung and mediastinum nos,10,1
Chronic pulmonary disease,301457014,other chronic bronchitis,10,1
Chronic pulmonary disease,142425010,laryngotracheobronchitis,10,1
Chronic pulmonary disease,58909014,acute tracheobronchitis,10,1
Chronic pulmonary disease,350153016,hay fever with asthma,10,1
Chronic pulmonary disease,251191012,asthma society member,10,1
Chronic pulmonary disease,79212010,simple silicosis,10,1
Chronic pulmonary disease,457171013,severe chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,1216696010,respiratory disease due to chemical fumes and vapours,10,1
Chronic pulmonary disease,2475606014,usual interstitial pneumonitis,10,1
Chronic pulmonary disease,301571015,chronic respiratory conditions due to chemical fumes,10,1
Chronic pulmonary disease,1736361000000112,cystic fibrosis related cirrhosis,10,1
Chronic pulmonary disease,1139011000000112,asthma control questionnaire,10,1
Chronic pulmonary disease,128792019,congenital bronchiectasis,10,1
Chronic pulmonary disease,1483199016,allergic asthma,10,1
Chronic pulmonary disease,264565016,emergency asthma admission since last appointment,10,1
Chronic pulmonary disease,283550015,"emergency admission, asthma",10,1
Chronic pulmonary disease,358251000006114,[x] adverse reaction to theophylline - asthma,10,1
Chronic pulmonary disease,1722581000000112,asthma limits activities 1 to 2 times per month,10,1
Chronic pulmonary disease,144521016,pulmonary alveolar microlithiasis,10,1
Chronic pulmonary disease,21611000000113,asthma monitoring admin.,10,1
Chronic pulmonary disease,301464011,zonal bullous emphysema,10,1
Chronic pulmonary disease,606441000006110,cystic fibrosis with pulmonary manifestations,10,1
Chronic pulmonary disease,471931000006114,adverse reaction to theophylline (asthma),10,1
Chronic pulmonary disease,301565014,bronchitis and pneumonitis due to chemical fumes,10,1
Chronic pulmonary disease,301839016,[x]pneumoconiosis due to other specified inorganic dusts,10,1
Chronic pulmonary disease,1224939016,malt workers' lung,10,1
Chronic pulmonary disease,324412011,antiasthmatic poisoning nos,10,1
Chronic pulmonary disease,1704531000006115,copd patient unsuitable for pulmonary rehab - enh serv admin,10,1
Chronic pulmonary disease,285891014,patient in asthma study,10,1
Chronic pulmonary disease,162301000006117,rheumatoid lung,10,1
Chronic pulmonary disease,124281000006119,suberosis ( cork-handlers' lung ),10,1
Chronic pulmonary disease,1484910014,step up change in asthma management plan,10,1
Chronic pulmonary disease,351291000006110,[x] adverse reaction to antiasthmatics,10,1
Chronic pulmonary disease,301690017,pulmonary hypostasis,10,1
Chronic pulmonary disease,291961000006112,'ventilation' pneumonitis,10,1
Chronic pulmonary disease,149741000006116,sequoiosis (red-cedar asthma),10,1
Chronic pulmonary disease,301680013,abscess of lung and mediastinum,10,1
Chronic pulmonary disease,456163018,asthma - currently active,10,1
Chronic pulmonary disease,1784071000006113,preferred place of care for next exacerbation of copd,10,1
Chronic pulmonary disease,350154010,pollen asthma,10,1
Chronic pulmonary disease,459155018,bird fancier,10,1
Chronic pulmonary disease,301686019,abscess of lung with pneumonia,10,1
Chronic pulmonary disease,116128010,broncholithiasis,10,1
Chronic pulmonary disease,301617015,other respiratory system diseases,10,1
Chronic pulmonary disease,139011000000112,exception reporting: copd quality indicators,10,1
Chronic pulmonary disease,301723017,lung disease with diseases ec nos,10,1
Chronic pulmonary disease,301460019,chronic bullous emphysema,10,1
Chronic pulmonary disease,1222334016,other specified chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,1722421000000110,asthma causes night time symptoms 1 to 2 times per week,10,1
Chronic pulmonary disease,508562012,chronic catarrhal bronchitis,10,1
Chronic pulmonary disease,1161361000000118,clinical chronic obstructive pulmonary disease questionnaire,10,1
Chronic pulmonary disease,301561017,pneumopathy due to inhalation of other dust nos,10,1
Chronic pulmonary disease,1683181000000112,chronic obstructive pulmonary disease 3 monthly review,10,1
Chronic pulmonary disease,977911000006114,number of copd exacerbations in past year,10,1
Chronic pulmonary disease,113506011,furriers' lung,10,1
Chronic pulmonary disease,966841000006111,chronic obstructive pulmonary disease clini management plan,10,1
Chronic pulmonary disease,1176501000000114,health education - asthma self management,10,1
Chronic pulmonary disease,285737016,asthma monitoring deleted,10,1
Chronic pulmonary disease,301687011,abscess of lung nos,10,1
Chronic pulmonary disease,1208959018,asthma limits walking up hills or stairs,10,1
Chronic pulmonary disease,1722501000000119,asthma causes symptoms most nights,10,1
Chronic pulmonary disease,2199261000000110,chronic obstructive pulmonary disease care pathway,10,1
Chronic pulmonary disease,145961000006117,severe asthma attack,10,1
Chronic pulmonary disease,1780379010,asthma monitoring by doctor,10,1
Chronic pulmonary disease,1208976019,asthma treatment compliance unsatisfactory,10,1
Chronic pulmonary disease,845451000006118,copd follow-up,10,1
Chronic pulmonary disease,311496011,fibrosing alveolitis associated with rheumatoid arthritis,10,1
Chronic pulmonary disease,123588010,mucopurulent chronic bronchitis,10,1
Chronic pulmonary disease,301459012,chronic bronchitis nos,10,1
Chronic pulmonary disease,301534017,hypersensitivity pneumonitis nos,10,1
Chronic pulmonary disease,193321000006116,pulmolithiasis,10,1
Chronic pulmonary disease,142759013,cystic fibrosis with meconium ileus,10,1
Chronic pulmonary disease,1739141000000119,asthma trigger - exercise,10,1
Chronic pulmonary disease,301552017,asbestosis nos,10,1
Chronic pulmonary disease,31510012,farmers' lung,10,1
Chronic pulmonary disease,457168017,mild chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,1495490013,meconium ileus in cystic fibrosis,10,1
Chronic pulmonary disease,69311016,detergent asthma,10,1
Chronic pulmonary disease,29395011,graphite fibrosis of lung,10,1
Chronic pulmonary disease,1780388018,asthma confirmed,10,1
Chronic pulmonary disease,301532018,allergic alveolitis and pneumonitis nos,10,1
Chronic pulmonary disease,130626012,cannabinosis,10,1
Chronic pulmonary disease,2579261014,tropical eosinophilia,10,1
Chronic pulmonary disease,75302014,idiopathic fibrosing alveolitis,10,1
Chronic pulmonary disease,350151019,extrinsic asthma with asthma attack,10,1
Chronic pulmonary disease,1148201000000111,cystic fibrosis monitoring,10,1
Chronic pulmonary disease,301841015,[x]hypersensitivity pneumonitis due to other organic dusts,10,1
Chronic pulmonary disease,1811741000006117,copd self-management plan review,10,1
Chronic pulmonary disease,2117771000000117,asthma self-management plan agreed,10,1
Chronic pulmonary disease,18259012,pulmonary alveolar proteinosis,10,1
Chronic pulmonary disease,299031000000110,chronic obstructive pulmonary disease does not disturb sleep,10,1
Chronic pulmonary disease,1233152013,bird-fancier's lung,10,1
Chronic pulmonary disease,1484953014,absent from work or school due to asthma,10,1
Chronic pulmonary disease,301525010,post-infective bronchiectasis,10,1
Chronic pulmonary disease,2070018,chronic pneumothorax,10,1
Chronic pulmonary disease,316340019,perinatal interstitial emphysema and related conditions,10,1
Chronic pulmonary disease,198471000000111,chronic obstructive pulmonary disease monitoring 2nd letter,10,1
Chronic pulmonary disease,2156690018,cheese-washers' lung,10,1
Chronic pulmonary disease,1488856013,chronic obstructive pulmonary disease leaflet given,10,1
Chronic pulmonary disease,457169013,moderate chronic obstructive pulmonary disease,10,1
Chronic pulmonary disease,1176541000000112,health education - structured asthma discussion,10,1
Chronic pulmonary disease,139051000000111,exception reporting: asthma quality indicators,10,1
Chronic pulmonary disease,301539010,other specified chronic obstructive airways disease,10,1
Chronic pulmonary disease,199481000000116,chronic obstructive pulmonary disease monitoring 3rd letter,10,1
Chronic pulmonary disease,786581000006114,idiopathic pulmonary haemosiderosis,10,1
Chronic pulmonary disease,1208954011,asthma causes daytime symptoms 1 to 2 times per month,10,1
Chronic pulmonary disease,350041018,chest infection - unspecified bronchitis,10,1
Chronic pulmonary disease,301531013,other allergic alveolitis nos,10,1
Chronic pulmonary disease,141591000006118,silica and silicate pneumoconiosis,10,1
Chronic pulmonary disease,492443010,bronchiolitis obliterans,10,1
Chronic pulmonary disease,301724011,other diseases of lung,10,1
Chronic pulmonary disease,301712016,other alveolar and parietoalveolar disease nos,10,1
Chronic pulmonary disease,1704551000006110,referred for copd structured smoking assessment,10,1
Chronic pulmonary disease,817361000006114,hay fever with asthma,10,1
Chronic pulmonary disease,301555015,massive silicotic fibrosis,10,1
Chronic pulmonary disease,251716013,h/o: asthma,10,1
Chronic pulmonary disease,1780380013,chronic obstructive pulmonary disease monitoring by nurse,10,1
Congestive heart failure,300180019,compensated cardiac failure,3,2
Congestive heart failure,2159198010,echocardiogram shows left ventricular diastolic dysfunction,3,2
Congestive heart failure,407101000000114,heart failure monitoring third letter,3,2
Congestive heart failure,1778488011,congestive cardiomyopathy,3,2
Congestive heart failure,728671000006119,malignant hypertensive heart disease with ccf,3,2
Congestive heart failure,2549243014,seen in heart failure clinic,3,2
Congestive heart failure,395772015,heart failure nos,3,2
Congestive heart failure,2616470012,new york heart association classification - class i,3,2
Congestive heart failure,403107019,cardiac insufficiency as a complication of care,3,2
Congestive heart failure,147247018,chronic congestive heart failure,3,2
Congestive heart failure,70653017,congestive heart failure,3,2
Congestive heart failure,350484012,heart failure as a complication of care,3,2
Congestive heart failure,1693911000000115,referral to heart failure education group declined,3,2
Congestive heart failure,308041000000118,referral to heart failure exercise programme,3,2
Congestive heart failure,2616471011,new york heart association classification - class ii,3,2
Congestive heart failure,833381000006119,new york heart assoc classification heart failure symptoms,3,2
Congestive heart failure,251680018,h/o: heart failure,3,2
Congestive heart failure,1561951000006117,excepted heart failure quality indicators: informed dissent,3,2
Congestive heart failure,2122191000000110,education about deteriorating heart failure,3,2
Congestive heart failure,407081000000115,heart failure monitoring second letter,3,2
Congestive heart failure,1495417010,asthma - cardiac,3,2
Congestive heart failure,2256811000000114,referral to rapid access heart failure clinic,3,2
Congestive heart failure,2675255018,congestive heart failure due to valvular disease,3,2
Congestive heart failure,1705341000000110,discharge from heart failure nurse service,3,2
Congestive heart failure,18472010,acute congestive heart failure,3,2
Congestive heart failure,2616473014,new york heart association classification - class iv,3,2
Congestive heart failure,308301000000118,heart failure care plan discussed with patient,3,2
Congestive heart failure,1484917012,heart failure follow-up,3,2
Congestive heart failure,741701000006114,hypertensive heart&renal dis wth (congestive) heart failure,3,2
Congestive heart failure,216246012,referral to heart failure clinic,3,2
Congestive heart failure,308261000000111,heart failure review completed,3,2
Congestive heart failure,1784061000006118,preferred place of care for next exacerbation heart failure,3,2
Congestive heart failure,2549697018,referral to heart failure nurse,3,2
Congestive heart failure,141306010,left ventricular failure,3,2
Congestive heart failure,216184014,congestive heart failure monitoring,3,2
Congestive heart failure,1484918019,heart failure annual review,3,2
Congestive heart failure,2645623019,heart failure education,3,2
Congestive heart failure,404741000000119,heart failure 6 month review,3,2
Congestive heart failure,2159197017,echocardiogram shows left ventricular systolic dysfunction,3,2
Congestive heart failure,308011000000119,heart failure information given to patient,3,2
Congestive heart failure,303441000000116,discharge from practice nurse heart failure clinic,3,2
Congestive heart failure,300217019,post cardiac operation heart failure nos,3,2
Congestive heart failure,1746171000000119,has heart failure management plan,3,2
Congestive heart failure,1488804017,heart failure confirmed,3,2
Congestive heart failure,325061011,cardiorespiratory failure as a complication of care,3,2
Congestive heart failure,2534182016,echocardiogram shows normal left ventricular function,3,2
Congestive heart failure,139482012,cardiac failure,3,2
Congestive heart failure,223981000000118,cardiac failure nos,3,2
Congestive heart failure,407061000000112,heart failure monitoring first letter,3,2
Congestive heart failure,303361000000111,referred by heart failure nurse specialist,3,2
Congestive heart failure,490972013,right ventricular failure,3,2
Congestive heart failure,453099015,h/o: heart failure in last year,3,2
Congestive heart failure,407441000000115,exception reporting: heart failure quality indicators,3,2
Congestive heart failure,406801000000118,heart failure monitoring telephone invite,3,2
Congestive heart failure,2205951000000117,heart failure clinical pathway,3,2
Congestive heart failure,139475013,heart failure,3,2
Congestive heart failure,2616472016,new york heart association classification - class iii,3,2
Congestive heart failure,735971000000112,high risk of heart failure screening invitation,3,2
Congestive heart failure,317955011,[d]cardiorespiratory failure,3,2
Congestive heart failure,407041000000111,heart failure monitoring verbal invite,3,2
Congestive heart failure,2549128016,right ventricular diastolic dysfunction,3,2
Congestive heart failure,2117931000000116,heart failure self-management plan agreed,3,2
Congestive heart failure,1816101000006113,right ventricular failure,3,2
Congestive heart failure,741681000006111,hypertensive heart disease nos with ccf,3,2
Congestive heart failure,2548316014,seen by community heart failure nurse,3,2
Congestive heart failure,94251011,acute heart failure,3,2
Congestive heart failure,2227501000000110,heart failure with preserved ejection fraction,3,2
Congestive heart failure,411506018,impaired left ventricular function,3,2
Congestive heart failure,1490256017,pulmonary oedema - acute,3,2
Congestive heart failure,300179017,decompensated cardiac failure,3,2
Congestive heart failure,504901000006118,benign hypertensive heart disease with ccf,3,2
Congestive heart failure,216207010,left ventricular systolic dysfunction,3,2
Congestive heart failure,2549208013,admit heart failure emergency,3,2
Congestive heart failure,1561941000006119,excepted heart failure quality indicators: patient unsuitabl,3,2
Congestive heart failure,510016018,biventricular failure,3,2
Congestive heart failure,206703015,right heart failure,3,2
Congestive heart failure,493287011,congestive cardiac failure,3,2
Congestive heart failure,1489358014,left ventricular diastolic dysfunction,3,2
Congestive heart failure,303861000000118,did not attend practice nurse heart failure clinic,3,2
Congestive heart failure,311561000000117,referred to heart failure education group,3,2
Congestive heart failure,6978012,diastolic dysfunction,3,2
Congestive heart failure,72934016,rheumatic left ventricular failure,3,2
Congestive heart failure,412678013,neonatal cardiac failure,3,2
Congestive heart failure,396391011,cardiac portal cirrhosis,3,2
Congestive heart failure,1734081000000112,referral to heart failure exercise programme declined,3,2
Congestive heart failure,316833010,congenital cardiac failure,3,2
Congestive heart failure,300190010,acute left ventricular failure,3,2
Congestive heart failure,308231000000118,heart failure monitoring administration,3,2
Congestive heart failure,789941000006117,hyperten heart&renal dis+both(congestv)heart and renal fail,3,2
Congestive heart failure,1661371000000112,hfnef - heart failure with normal ejection fraction,3,2
Congestive heart failure,139481017,weak heart,3,2
Congestive heart failure,1647701000000118,heart failure with normal ejection fraction,3,2
Congestive heart failure,451426015,cardiac failure therapy,3,2
Dementia,297015017,cerebral degeneration due to neoplastic disease,5,2
Dementia,45046017,alzheimer's disease,5,2
Dementia,299641000000112,[x]lewy body dementia,5,2
Dementia,294111000000119,exception reporting: dementia quality indicators,5,2
Dementia,542661000006112,cerebral degeneration due to multifocal leucoencephalopathy,5,2
Dementia,148381000006115,senile/presenile dementia,5,2
Dementia,295690011,[x]dementia in other specified diseases classif elsewhere,5,2
Dementia,294642013,presenile dementia with depression,5,2
Dementia,295672010,"[x]dementia in alzheimer's disease, unspecified",5,2
Dementia,408501000000115,dementia monitoring telephone invite,5,2
Dementia,35741000006114,other cerebral degeneration,5,2
Dementia,294646011,senile dementia with depression,5,2
Dementia,295713019,"[x]delirium not superimposed on dementia, so described",5,2
Dementia,295671015,"[x]dementia in alzheimer's dis, atypical or mixed type",5,2
Dementia,294638010,presenile dementia with delirium,5,2
Dementia,399031000006111,[x]multi-infarct dementia,5,2
Dementia,376531000006119,[x]dementia in alzheimer's disease with early onset,5,2
Dementia,401760017,other alcoholic dementia,5,2
Dementia,294652012,uncomplicated arteriosclerotic dementia,5,2
Dementia,612761000006118,dementia assessment,5,2
Dementia,929501000006112,global deterioration scale: assessment of prim deg dementia,5,2
Dementia,423221000006117,[x]predominantly cortical dementia,5,2
Dementia,745381000006119,lewy body disease,5,2
Dementia,2248021000000110,dementia care plan,5,2
Dementia,251194016,alzheimer's disease society member,5,2
Dementia,294688019,drug-induced dementia,5,2
Dementia,294648012,senile dementia with delirium,5,2
Dementia,636681000000117,cerebral degeneration in parkinson's disease,5,2
Dementia,399393010,cerebral degeneration nos,5,2
Dementia,359101000006114,[x] primary degenerative dementia nos,5,2
Dementia,295688010,[x]dementia in parkinson's disease,5,2
Dementia,294641018,presenile dementia with paranoia,5,2
Dementia,22408016,pick's disease,5,2
Dementia,294718018,dementia in conditions ec,5,2
Dementia,407461000000119,dementia monitoring,5,2
Dementia,408481000000112,dementia monitoring verbal invite,5,2
Dementia,2386018,jakob-creutzfeldt disease,5,2
Dementia,431691000006119,[x]vascular dementia of acute onset,5,2
Dementia,296958010,cerebral degenerations usually manifest in childhood,5,2
Dementia,363031000006111,[x]alzheimer's disease type 1,5,2
Dementia,294643015,presenile dementia nos,5,2
Dementia,542611000006114,cerebral degeneration due to alcoholism,5,2
Dementia,370961000006119,[x]chronic alcoholic brain syndrome,5,2
Dementia,999961000006114,excepted from dementia quality indicators: patient unsuitabl,5,2
Dementia,497559016,arteriosclerotic dementia,5,2
Dementia,295668011,[x]dementia in alzheimer's disease,5,2
Dementia,296994014,cerebral degeneration in hunter's disease,5,2
Dementia,295680015,[x]other vascular dementia,5,2
Dementia,408461000000115,dementia monitoring third letter,5,2
Dementia,408421000000111,dementia monitoring second letter,5,2
Dementia,542651000006110,cerebral degeneration due to jakob - creutzfeldt disease,5,2
Dementia,294644014,senile dementia with depressive or paranoid features,5,2
Dementia,428201000006119,[x]subcortical vascular dementia,5,2
Dementia,294647019,senile dementia with depressive or paranoid features nos,5,2
Dementia,2221421000000114,referral to dementia service,5,2
Dementia,294653019,arteriosclerotic dementia with delirium,5,2
Dementia,295714013,[x]delirium superimposed on dementia,5,2
Dementia,294645010,senile dementia with paranoia,5,2
